Entity,Code,Year,Gini coefficient
Portugal,PRT,2004,0.38938835
Portugal,PRT,2005,0.38480073
Portugal,PRT,2006,0.3806078
Portugal,PRT,2007,0.36750183
Portugal,PRT,2008,0.3663415
Portugal,PRT,2009,0.34907416
Portugal,PRT,2010,0.35844672
Portugal,PRT,2011,0.36344677
Portugal,PRT,2012,0.36034793
Portugal,PRT,2013,0.36187103
Portugal,PRT,2014,0.35562173
Portugal,PRT,2015,0.355233
Portugal,PRT,2016,0.3519052
Portugal,PRT,2017,0.3380384
Portugal,PRT,2018,0.33492562
Portugal,PRT,2019,0.32762748
Portugal,PRT,2020,0.3466863
Romania,ROU,1989,0.23307304
Romania,ROU,1992,0.25461727
Romania,ROU,1994,0.28200582
Romania,ROU,1995,0.31158027
Romania,ROU,1997,0.30504426
Romania,ROU,1998,0.3108324
Romania,ROU,1999,0.29417667
Romania,ROU,2000,0.29323864
Romania,ROU,2001,0.2942906
Romania,ROU,2002,0.30229938
Romania,ROU,2003,0.2991129
Romania,ROU,2004,0.30039373
Romania,ROU,2005,0.2981939
Romania,ROU,2006,0.30464298
Romania,ROU,2007,0.3020729
Romania,ROU,2008,0.29583812
Romania,ROU,2009,0.28189346
Romania,ROU,2010,0.2815824
Romania,ROU,2011,0.2721152
Romania,ROU,2012,0.27334237
Romania,ROU,2013,0.274507
Romania,ROU,2014,0.3601154
Romania,ROU,2015,0.3591389
Romania,ROU,2016,0.28345704
Romania,ROU,2017,0.36016828
Romania,ROU,2018,0.28782865
Romania,ROU,2019,0.348042
Romania,ROU,2020,0.3457247
Russia,RUS,1993,0.48375738
Russia,RUS,1996,0.46103463
Russia,RUS,1997,0.38409233
Russia,RUS,1998,0.3813704
Russia,RUS,1999,0.37443444
Russia,RUS,2000,0.3709283
Russia,RUS,2001,0.36925116
Russia,RUS,2002,0.3728383
Russia,RUS,2003,0.3997157
Russia,RUS,2004,0.40315843
Russia,RUS,2005,0.41265607
Russia,RUS,2006,0.4095095
Russia,RUS,2007,0.42272472
Russia,RUS,2008,0.41568586
Russia,RUS,2009,0.398456
Russia,RUS,2010,0.39548978
Russia,RUS,2011,0.39749315
Russia,RUS,2012,0.40714827
Russia,RUS,2013,0.40884423
Russia,RUS,2014,0.3988122
Russia,RUS,2015,0.37740842
Russia,RUS,2016,0.368485
Russia,RUS,2017,0.37239072
Russia,RUS,2018,0.37473005
Russia,RUS,2019,0.37691438
Russia,RUS,2020,0.3602981
Rwanda,RWA,2000,0.48547274
Rwanda,RWA,2005,0.52039415
Rwanda,RWA,2010,0.47222415
Rwanda,RWA,2013,0.4511283
Rwanda,RWA,2016,0.43710047
Rwanda (rural),,1984,0.28898594
Saint Lucia,LCA,1995,0.4258438
Saint Lucia,LCA,2016,0.5123331
Samoa,WSM,2002,0.4073552
Samoa,WSM,2008,0.4204655
Samoa,WSM,2013,0.3873181
Sao Tome and Principe,STP,2000,0.32125893
Sao Tome and Principe,STP,2010,0.3082127
Sao Tome and Principe,STP,2017,0.40749592
Senegal,SEN,1991,0.5413736
Senegal,SEN,1994,0.41440713
Senegal,SEN,2001,0.41229436
Senegal,SEN,2005,0.39222282
Senegal,SEN,2011,0.40285224
Senegal,SEN,2018,0.38314784
Serbia,SRB,2002,0.32743752
Serbia,SRB,2003,0.32828978
Serbia,SRB,2004,0.3547365
Serbia,SRB,2005,0.36460423
Serbia,SRB,2006,0.2972948
Serbia,SRB,2007,0.287067
Serbia,SRB,2008,0.2756142
Serbia,SRB,2009,0.2797415
Serbia,SRB,2010,0.29016605
Serbia,SRB,2012,0.39924657
Serbia,SRB,2013,0.29017115
Serbia,SRB,2014,0.40494144
Serbia,SRB,2015,0.28515735
Serbia,SRB,2016,0.38832498
Serbia,SRB,2017,0.36151898
Serbia,SRB,2018,0.30351058
Serbia,SRB,2019,0.28953245
Serbia,SRB,2020,0.34952334
Seychelles,SYC,1999,0.42776692
Seychelles,SYC,2006,0.42767617
Seychelles,SYC,2013,0.4682279
Seychelles,SYC,2018,0.3212532
Sierra Leone,SLE,2003,0.4016773
Sierra Leone,SLE,2011,0.3403024
Sierra Leone,SLE,2018,0.35690176
Slovakia,SVK,1992,0.20186578
Slovakia,SVK,1996,0.26277685
Slovakia,SVK,2004,0.28937387
Slovakia,SVK,2005,0.29834425
Slovakia,SVK,2006,0.2770951
Slovakia,SVK,2007,0.28004834
Slovakia,SVK,2008,0.26874396
Slovakia,SVK,2009,0.26016095
Slovakia,SVK,2010,0.2731572
Slovakia,SVK,2011,0.26538378
Slovakia,SVK,2012,0.26116297
Slovakia,SVK,2013,0.2808621
Slovakia,SVK,2014,0.26106635
Slovakia,SVK,2015,0.26491657
Slovakia,SVK,2016,0.25167745
Slovakia,SVK,2017,0.23237751
Slovakia,SVK,2018,0.24970147
Slovakia,SVK,2019,0.23232324
Slovenia,SVN,1987,0.2359837
Slovenia,SVN,1993,0.2918499
Slovenia,SVN,1997,0.241215
Slovenia,SVN,1998,0.28406683
Slovenia,SVN,1999,0.24042886
Slovenia,SVN,2002,0.2912161
Slovenia,SVN,2003,0.30866024
Slovenia,SVN,2004,0.24790739
Slovenia,SVN,2005,0.24634863
Slovenia,SVN,2006,0.24363928
Slovenia,SVN,2007,0.24354753
Slovenia,SVN,2008,0.23718019
Slovenia,SVN,2009,0.24787736
Slovenia,SVN,2010,0.24933259
Slovenia,SVN,2011,0.24868034
Slovenia,SVN,2012,0.25585502
Slovenia,SVN,2013,0.26241106
Slovenia,SVN,2014,0.25657535
Slovenia,SVN,2015,0.25408465
Slovenia,SVN,2016,0.24757937
Slovenia,SVN,2017,0.24219307
Slovenia,SVN,2018,0.24633364
Slovenia,SVN,2019,0.24384232
Slovenia,SVN,2020,0.24031529
Solomon Islands,SLB,2005,0.46096852
Solomon Islands,SLB,2012,0.37054926
South Africa,ZAF,1993,0.5933394
South Africa,ZAF,2000,0.5776966
South Africa,ZAF,2005,0.6476249
South Africa,ZAF,2008,0.63009
South Africa,ZAF,2010,0.63383186
South Africa,ZAF,2014,0.6302607
South Korea,KOR,2006,0.31702983
South Korea,KOR,2008,0.32324833
South Korea,KOR,2010,0.32021224
South Korea,KOR,2012,0.31558052
South Korea,KOR,2014,0.31192905
South Korea,KOR,2016,0.31404856
South Sudan,SSD,2009,0.4634066
South Sudan,SSD,2016,0.44144127
Spain,ESP,1980,0.34483546
Spain,ESP,1985,0.34431675
Spain,ESP,1990,0.3202374
Spain,ESP,1993,0.35660908
Spain,ESP,1994,0.35105494
Spain,ESP,1995,0.3572753
Spain,ESP,1996,0.36467546
Spain,ESP,1997,0.3532627
Spain,ESP,1998,0.34582463
Spain,ESP,1999,0.33793756
Spain,ESP,2000,0.34129852
Spain,ESP,2003,0.31804666
Spain,ESP,2004,0.33305293
Spain,ESP,2005,0.32435638
Spain,ESP,2006,0.33545226
Spain,ESP,2007,0.34138834
Spain,ESP,2008,0.34221572
Spain,ESP,2009,0.34926125
Spain,ESP,2010,0.35246837
Spain,ESP,2011,0.35698605
Spain,ESP,2012,0.3540633
Spain,ESP,2013,0.36185166
Spain,ESP,2014,0.36054415
Spain,ESP,2015,0.3618142
Spain,ESP,2016,0.35759893
Spain,ESP,2017,0.34654546
Spain,ESP,2018,0.3471895
Spain,ESP,2019,0.34305838
Spain,ESP,2020,0.3486563
Sri Lanka,LKA,1985,0.32467854
Sri Lanka,LKA,1990,0.32447433
Sri Lanka,LKA,1995,0.35399538
Sri Lanka,LKA,2002,0.40171906
Sri Lanka,LKA,2006,0.3966902
Sri Lanka,LKA,2009,0.36054152
Sri Lanka,LKA,2012,0.38713607
Sri Lanka,LKA,2016,0.39345774
Sri Lanka,LKA,2019,0.37663776
Sudan,SDN,2009,0.35395336
Sudan,SDN,2014,0.34243196
Suriname (urban),,1999,0.57851404
Sweden,SWE,1975,0.2428547
Sweden,SWE,1981,0.22923574
Sweden,SWE,1987,0.23057628
Sweden,SWE,1992,0.24908733
Sweden,SWE,1995,0.25236505
Sweden,SWE,2000,0.2723644
Sweden,SWE,2002,0.25799814
Sweden,SWE,2003,0.25269747
Sweden,SWE,2004,0.26142174
Sweden,SWE,2005,0.26825675
Sweden,SWE,2006,0.26352492
Sweden,SWE,2007,0.27116105
Sweden,SWE,2008,0.28121334
Sweden,SWE,2009,0.2734147
Sweden,SWE,2010,0.2773816
Sweden,SWE,2011,0.2760662
Sweden,SWE,2012,0.2764538
Sweden,SWE,2013,0.2882522
Sweden,SWE,2014,0.28389722
Sweden,SWE,2015,0.29210192
Sweden,SWE,2016,0.29562175
Sweden,SWE,2017,0.28774604
Sweden,SWE,2018,0.2997419
Sweden,SWE,2019,0.29305574
Sweden,SWE,2020,0.28871885
Switzerland,CHE,1982,0.36007375
Switzerland,CHE,1992,0.33856407
Switzerland,CHE,2000,0.33431056
Switzerland,CHE,2002,0.31686732
Switzerland,CHE,2006,0.33918807
Switzerland,CHE,2007,0.34255534
Switzerland,CHE,2008,0.337947
Switzerland,CHE,2009,0.32855856
Switzerland,CHE,2010,0.3255303
Switzerland,CHE,2011,0.3171362
Switzerland,CHE,2012,0.31567127
Switzerland,CHE,2013,0.3246219
Switzerland,CHE,2014,0.3252566
Switzerland,CHE,2015,0.32306957
Switzerland,CHE,2016,0.33042452
Switzerland,CHE,2017,0.32676333
Switzerland,CHE,2018,0.3314105
Syria,SYR,1996,0.3516938
Syria,SYR,2003,0.37514603
Taiwan,TWN,1981,0.29969484
Taiwan,TWN,1986,0.29707956
Taiwan,TWN,1991,0.29967803
Taiwan,TWN,1995,0.31324142
Taiwan,TWN,1997,0.30822107
Taiwan,TWN,2000,0.31111476
Taiwan,TWN,2005,0.32179585
Taiwan,TWN,2007,0.32124567
Taiwan,TWN,2010,0.33213326
Taiwan,TWN,2013,0.32487386
Taiwan,TWN,2016,0.31482714
Tajikistan,TJK,1999,0.29543138
Tajikistan,TJK,2003,0.32722694
Tajikistan,TJK,2004,0.3360195
Tajikistan,TJK,2007,0.32191613
Tajikistan,TJK,2009,0.30774954
Tajikistan,TJK,2015,0.33995718
Tanzania,TZA,1991,0.35292223
Tanzania,TZA,2000,0.3730113
Tanzania,TZA,2007,0.40279096
Tanzania,TZA,2011,0.3778315
Tanzania,TZA,2018,0.4049123
Thailand,THA,1981,0.45216823
Thailand,THA,1988,0.438386
Thailand,THA,1990,0.45265648
Thailand,THA,1992,0.47857958
Thailand,THA,1994,0.43470213
Thailand,THA,1996,0.42904922
Thailand,THA,1998,0.41455793
Thailand,THA,1999,0.43091586
Thailand,THA,2000,0.42833668
Thailand,THA,2002,0.41944495
Thailand,THA,2004,0.42540312
Thailand,THA,2006,0.41819033
Thailand,THA,2007,0.39761516
Thailand,THA,2008,0.40288273
Thailand,THA,2009,0.39601263
Thailand,THA,2010,0.3940277
Thailand,THA,2011,0.37459034
Thailand,THA,2012,0.39256668
Thailand,THA,2013,0.37847108
Thailand,THA,2014,0.37032664
Thailand,THA,2015,0.35987332
Thailand,THA,2016,0.3689063
Thailand,THA,2017,0.36528754
Thailand,THA,2018,0.36412174
Thailand,THA,2019,0.34855723
Thailand,THA,2020,0.34985816
Thailand,THA,2021,0.35115325
Togo,TGO,2006,0.42212576
Togo,TGO,2011,0.46020582
Togo,TGO,2015,0.4305614
Togo,TGO,2018,0.42534238
Tonga,TON,2000,0.37690175
Tonga,TON,2009,0.3749649
Tonga,TON,2015,0.33521304
Trinidad and Tobago,TTO,1988,0.4260131
Trinidad and Tobago,TTO,1992,0.4027297
Tunisia,TUN,1985,0.43433768
Tunisia,TUN,1990,0.40235117
Tunisia,TUN,1995,0.41657296
Tunisia,TUN,2000,0.4080948
Tunisia,TUN,2005,0.37733382
Tunisia,TUN,2010,0.35808256
Tunisia,TUN,2015,0.32815883
Turkey,TUR,1987,0.43477085
Turkey,TUR,1994,0.413152
Turkey,TUR,2002,0.41396376
Turkey,TUR,2003,0.42184338
Turkey,TUR,2004,0.4128751
Turkey,TUR,2005,0.42614657
Turkey,TUR,2006,0.39647412
Turkey,TUR,2007,0.384428
Turkey,TUR,2008,0.3902054
Turkey,TUR,2009,0.3896531
Turkey,TUR,2010,0.3878508
Turkey,TUR,2011,0.40039355
Turkey,TUR,2012,0.40168938
Turkey,TUR,2013,0.401785
Turkey,TUR,2014,0.41236562
Turkey,TUR,2015,0.42854458
Turkey,TUR,2016,0.41873705
Turkey,TUR,2017,0.41405666
Turkey,TUR,2018,0.4187752
Turkey,TUR,2019,0.41909108
Turkmenistan,TKM,1998,0.40806928
Tuvalu,TUV,2010,0.39139032
Uganda,UGA,1989,0.44362718
Uganda,UGA,1992,0.41429362
Uganda,UGA,1996,0.3904372
Uganda,UGA,1999,0.43003753
Uganda,UGA,2002,0.45172325
Uganda,UGA,2005,0.4294474
Uganda,UGA,2009,0.4419556
Uganda,UGA,2012,0.41009966
Uganda,UGA,2016,0.42753693
Uganda,UGA,2019,0.42705452
Ukraine,UKR,1992,0.29708922
Ukraine,UKR,1993,0.28926983
Ukraine,UKR,1995,0.39287537
Ukraine,UKR,1996,0.35155946
Ukraine,UKR,1999,0.28961465
Ukraine,UKR,2002,0.29045695
Ukraine,UKR,2003,0.28664893
Ukraine,UKR,2004,0.28934017
Ukraine,UKR,2005,0.29020715
Ukraine,UKR,2006,0.29794392
Ukraine,UKR,2007,0.27012688
Ukraine,UKR,2008,0.2663823
Ukraine,UKR,2009,0.25316665
Ukraine,UKR,2010,0.24818976
Ukraine,UKR,2011,0.24551843
Ukraine,UKR,2012,0.24740657
Ukraine,UKR,2013,0.24554986
Ukraine,UKR,2014,0.24025366
Ukraine,UKR,2015,0.2545754
Ukraine,UKR,2016,0.25002202
Ukraine,UKR,2017,0.26049048
Ukraine,UKR,2018,0.26071486
Ukraine,UKR,2019,0.26619467
Ukraine,UKR,2020,0.25627363
United Arab Emirates,ARE,2013,0.3251042
United Kingdom,GBR,1968,0.2684166
United Kingdom,GBR,1969,0.27904898
United Kingdom,GBR,1970,0.27964503
United Kingdom,GBR,1971,0.2929356
United Kingdom,GBR,1972,0.28776282
United Kingdom,GBR,1973,0.2881038
United Kingdom,GBR,1974,0.28957152
United Kingdom,GBR,1975,0.27880856
United Kingdom,GBR,1976,0.27589646
United Kingdom,GBR,1977,0.27141878
United Kingdom,GBR,1978,0.2723537
United Kingdom,GBR,1979,0.2743262
United Kingdom,GBR,1980,0.28477892
United Kingdom,GBR,1981,0.2968705
United Kingdom,GBR,1982,0.29903
United Kingdom,GBR,1983,0.29786685
United Kingdom,GBR,1984,0.29166204
United Kingdom,GBR,1985,0.30419374
United Kingdom,GBR,1986,0.31919184
United Kingdom,GBR,1987,0.3385342
United Kingdom,GBR,1988,0.34272873
United Kingdom,GBR,1989,0.33354205
United Kingdom,GBR,1990,0.3574197
United Kingdom,GBR,1991,0.34962818
United Kingdom,GBR,1992,0.34955472
United Kingdom,GBR,1993,0.3507596
United Kingdom,GBR,1994,0.35978922
United Kingdom,GBR,1995,0.3551664
United Kingdom,GBR,1996,0.3529524
United Kingdom,GBR,1997,0.35735163
United Kingdom,GBR,1998,0.36621472
United Kingdom,GBR,1999,0.3678378
United Kingdom,GBR,2000,0.38848642
United Kingdom,GBR,2001,0.37086216
United Kingdom,GBR,2002,0.35146394
United Kingdom,GBR,2003,0.34856063
United Kingdom,GBR,2004,0.34834158
United Kingdom,GBR,2005,0.35485032
United Kingdom,GBR,2006,0.35879987
United Kingdom,GBR,2007,0.34413147
United Kingdom,GBR,2008,0.35445124
United Kingdom,GBR,2009,0.35137364
United Kingdom,GBR,2010,0.337056
United Kingdom,GBR,2011,0.33191085
United Kingdom,GBR,2012,0.33090645
United Kingdom,GBR,2013,0.32699567
United Kingdom,GBR,2014,0.3314094
United Kingdom,GBR,2015,0.33311963
United Kingdom,GBR,2016,0.33109328
United Kingdom,GBR,2017,0.32609162
United Kingdom,GBR,2018,0.33691058
United Kingdom,GBR,2019,0.32825133
United Kingdom,GBR,2020,0.3264552
United States,USA,1963,0.3760505
United States,USA,1964,0.38144752
United States,USA,1965,0.37502176
United States,USA,1966,0.37786198
United States,USA,1967,0.3689021
United States,USA,1968,0.3632897
United States,USA,1969,0.3601636
United States,USA,1970,0.36634982
United States,USA,1971,0.3691998
United States,USA,1972,0.36664388
United States,USA,1973,0.36115494
United States,USA,1974,0.35478327
United States,USA,1975,0.35650107
United States,USA,1976,0.35562193
United States,USA,1977,0.35505962
United States,USA,1978,0.34791657
United States,USA,1979,0.34760424
United States,USA,1980,0.347184
United States,USA,1981,0.3548923
United States,USA,1982,0.36662114
United States,USA,1983,0.37293357
United States,USA,1984,0.3734555
United States,USA,1985,0.376419
United States,USA,1986,0.37557536
United States,USA,1987,0.37197286
United States,USA,1988,0.37705934
United States,USA,1989,0.3823879
United States,USA,1990,0.3826289
United States,USA,1991,0.38045916
United States,USA,1992,0.38373882
United States,USA,1993,0.40364543
United States,USA,1994,0.39986804
United States,USA,1995,0.39854994
United States,USA,1996,0.40309733
United States,USA,1997,0.40525717
United States,USA,1998,0.3995361
United States,USA,1999,0.3998582
United States,USA,2000,0.40140685
United States,USA,2001,0.4059678
United States,USA,2002,0.40354446
United States,USA,2003,0.4077259
United States,USA,2004,0.40253353
United States,USA,2005,0.4096537
United States,USA,2006,0.41398576
United States,USA,2007,0.4079857
United States,USA,2008,0.4081219
United States,USA,2009,0.40610814
United States,USA,2010,0.40010712
United States,USA,2011,0.40937114
United States,USA,2012,0.4093686
United States,USA,2013,0.40652013
United States,USA,2014,0.41511607
United States,USA,2015,0.4123878
United States,USA,2016,0.41121885
United States,USA,2017,0.4118056
United States,USA,2018,0.41407844
United States,USA,2019,0.41535568
United States,USA,2020,0.3968309
United States,USA,2021,0.39751095
Uruguay,URY,2006,0.4594159
Uruguay,URY,2007,0.46405134
Uruguay,URY,2008,0.4508178
Uruguay,URY,2009,0.45541683
Uruguay,URY,2010,0.44475016
Uruguay,URY,2011,0.42175317
Uruguay,URY,2012,0.3990057
Uruguay,URY,2013,0.4045091
Uruguay,URY,2014,0.40111083
Uruguay,URY,2015,0.4012877
Uruguay,URY,2016,0.396955
Uruguay,URY,2017,0.3946453
Uruguay,URY,2018,0.3968724
Uruguay,URY,2019,0.39676544
Uruguay,URY,2020,0.40156105
Uruguay,URY,2021,0.40777358
Uruguay (urban),,1981,0.4364543
Uruguay (urban),,1989,0.4236936
Uruguay (urban),,1992,0.41468138
Uruguay (urban),,1995,0.4092668
Uruguay (urban),,1996,0.40751395
Uruguay (urban),,1997,0.41456774
Uruguay (urban),,1998,0.424824
Uruguay (urban),,2000,0.42905605
Uruguay (urban),,2001,0.45007685
Uruguay (urban),,2002,0.45544374
Uruguay (urban),,2003,0.45033833
Uruguay (urban),,2004,0.45881155
Uruguay (urban),,2005,0.44727802
Uzbekistan,UZB,1998,0.44673175
Uzbekistan,UZB,2000,0.36102813
Uzbekistan,UZB,2002,0.3304368
Uzbekistan,UZB,2003,0.35268798
Vanuatu,VUT,2010,0.37351298
Vanuatu,VUT,2019,0.32317576
Venezuela,VEN,1981,0.55609864
Venezuela,VEN,1987,0.5344797
Venezuela,VEN,1989,0.43838274
Venezuela,VEN,1992,0.4210355
Venezuela,VEN,1995,0.47212258
Venezuela,VEN,1998,0.48063782
Venezuela,VEN,1999,0.4776229
Venezuela,VEN,2001,0.4723142
Venezuela,VEN,2002,0.49013415
Venezuela,VEN,2003,0.4810232
Venezuela,VEN,2004,0.47504124
Venezuela,VEN,2005,0.49459177
Venezuela,VEN,2006,0.44770497
Vietnam,VNM,1992,0.3565456
Vietnam,VNM,1997,0.35442206
Vietnam,VNM,2002,0.37029624
Vietnam,VNM,2004,0.36785832
Vietnam,VNM,2006,0.35788617
Vietnam,VNM,2008,0.35570312
Vietnam,VNM,2010,0.39252725
Vietnam,VNM,2012,0.35645887
Vietnam,VNM,2014,0.34755376
Vietnam,VNM,2016,0.3526674
Vietnam,VNM,2018,0.35715547
Vietnam,VNM,2020,0.36813417
Yemen,YEM,1998,0.34997785
Yemen,YEM,2005,0.34732336
Yemen,YEM,2014,0.36707094
Zambia,ZMB,1991,0.6050619
Zambia,ZMB,1993,0.5260861
Zambia,ZMB,1996,0.48333684
Zambia,ZMB,1998,0.49133778
Zambia,ZMB,2002,0.42061925
Zambia,ZMB,2004,0.5429478
Zambia,ZMB,2006,0.54617506
Zambia,ZMB,2010,0.52034676
Zambia,ZMB,2015,0.55936635
Zimbabwe,ZWE,2011,0.43153575
Zimbabwe,ZWE,2017,0.44337082
Zimbabwe,ZWE,2019,0.5025645